time,KB
15:33:27.545,13322212
15:33:27.547,13328432
15:33:27.549,13336632
15:33:27.551,13345776
15:33:27.553,13354992
15:33:27.555,13362932
15:33:27.557,13373676
15:33:27.559,13383052
15:33:27.561,13393004
15:33:27.564,13403372
15:33:27.566,13413932
15:33:27.569,13424836
15:33:27.571,13433628
15:33:27.573,13443644
15:33:27.575,13452092
15:33:27.578,13462932
15:33:27.580,13474452
15:33:27.582,13484692
15:33:27.584,13494124
15:33:27.587,13503824
15:33:27.589,13512912
15:33:27.591,13521552
15:33:27.593,13531336
15:33:27.595,13540232
15:33:27.597,13550600
15:33:27.600,13557984
15:33:27.602,13569400
15:33:27.604,13576760
15:33:27.606,13586780
15:33:27.608,13596724
15:33:27.611,13607540
15:33:27.613,13617740
15:33:27.615,13625644
15:33:27.617,13634388
15:33:27.619,13642900
15:33:27.622,13653556
15:33:27.624,13653888
15:33:27.626,13664120
15:33:27.628,13674072
15:33:27.631,13684720
15:33:27.633,13694456
15:33:27.635,13704088
15:33:27.638,13712976
15:33:27.640,13723112
15:33:27.642,13732712
15:33:27.644,13741152
15:33:27.646,13749088
15:33:27.648,13759256
15:33:27.651,13766744
15:33:27.653,13775288
15:33:27.655,13784192
15:33:27.657,13794264
15:33:27.659,13805016
15:33:27.662,13815408
15:33:27.664,13823828
15:33:27.666,13833000
15:33:27.668,13843848
15:33:27.671,13853624
15:33:27.673,13863592
15:33:27.675,13874048
15:33:27.678,13883680
15:33:27.680,13895484
15:33:27.682,13902280
15:33:27.684,13911656
15:33:27.687,13920648
15:33:27.689,13929416
15:33:27.691,13939144
15:33:27.693,13949160
15:33:27.695,13957384
15:33:27.698,13968264
15:33:27.700,13977608
15:33:27.702,13986536
15:33:27.704,13997184
15:33:27.707,14006720
15:33:27.709,14015744
15:33:27.711,14024632
15:33:27.713,14033400
15:33:27.715,14044304
15:33:27.718,14052368
15:33:27.720,14062672
15:33:27.722,14072456
15:33:27.724,14080428
15:33:27.727,14089864
15:33:27.729,14099656
15:33:27.731,14109408
15:33:27.733,14118496
15:33:27.736,14129592
15:33:27.738,14138748
15:33:27.740,14148760
15:33:27.742,14157400
15:33:27.744,14166584
15:33:27.747,14173196
15:33:27.749,14183620
15:33:27.751,14193036
15:33:27.753,14200740
15:33:27.756,14208428
15:33:27.758,14219176
15:33:27.760,14229384
15:33:27.762,14238312
15:33:27.764,14247328
15:33:27.767,14244952
15:33:27.769,14255200
15:33:27.771,14265992
15:33:27.774,14274472
15:33:27.776,14283972
15:33:27.778,14292164
15:33:27.780,14303260
15:33:27.782,14311804
15:33:27.785,14322232
15:33:27.787,14332728
15:33:27.789,14341912
15:33:27.791,14350928
15:33:27.793,14359568
15:33:27.795,14369648
15:33:27.798,14378056
15:33:27.800,14387436
15:33:27.802,14397732
15:33:27.804,14406572
15:33:27.807,14416356
15:33:27.809,14424644
15:33:27.811,14433316
15:33:27.813,14442980
15:33:27.815,14454524
15:33:27.818,14465856
15:33:27.820,14473184
15:33:27.822,14485056
15:33:27.825,14494616
15:33:27.827,14503384
15:33:27.829,14513388
15:33:27.832,14524608
15:33:27.834,14533528
15:33:27.836,14542584
15:33:27.838,14552432
15:33:27.841,14564592
15:33:27.843,14572848
15:33:27.845,14581192
15:33:27.847,14591436
15:33:27.849,14600200
15:33:27.852,14610636
15:33:27.854,14620428
15:33:27.856,14629384
15:33:27.858,14640168
15:33:27.861,14649448
15:33:27.863,14657640
15:33:27.865,14668088
15:33:27.867,14678800
15:33:27.869,14688144
15:33:27.872,14697292
15:33:27.874,14705744
15:33:27.876,14714352
15:33:27.878,14723372
15:33:27.881,14731564
15:33:27.883,14739312
15:33:27.885,14748392
15:33:27.887,14756872
15:33:27.889,14767168
15:33:27.891,14776288
15:33:27.893,14786072
15:33:27.895,14795224
15:33:27.898,14804880
15:33:27.900,14812464
15:33:27.903,14821232
15:33:27.905,14831376
15:33:27.908,14839752
15:33:27.910,14849544
15:33:27.912,14856876
15:33:27.914,14867940
15:33:27.916,14877284
15:33:27.918,14886860
15:33:27.920,14896580
15:33:27.923,14905636
15:33:27.925,14916292
15:33:27.927,14925692
15:33:27.929,14936060
15:33:27.932,14947508
15:33:27.934,14954944
15:33:27.936,14963300
15:33:27.938,14972388
15:33:27.941,14981892
15:33:27.943,14990852
15:33:27.945,15000484
15:33:27.947,15009692
15:33:27.950,15018108
15:33:27.952,15028436
15:33:27.954,15038284
15:33:27.956,15049156
15:33:27.958,15057608
15:33:27.961,15066408
15:33:27.963,15076160
15:33:27.965,15086016
15:33:27.967,15096096
15:33:27.969,15106392
15:33:27.972,15114712
15:33:27.974,15124980
15:33:27.976,15134932
15:33:27.978,15144020
15:33:27.981,15145744
15:33:27.983,15156656
15:33:27.985,15165424
15:33:27.987,15174344
15:33:27.989,15183432
15:33:27.992,15192320
15:33:27.994,15200776
15:33:27.996,15209304
15:33:27.998,15219024
15:33:28.000,15228496
15:33:28.003,15238448
15:33:28.005,15245304
15:33:28.007,15253848
15:33:28.009,15262864
15:33:28.011,15273264
15:33:28.014,15282160
15:33:28.016,15290768
15:33:28.018,15300432
15:33:28.020,15309968
15:33:28.022,15319832
15:33:28.025,15328632
15:33:28.027,15338352
15:33:28.029,15346992
15:33:28.031,15354884
15:33:28.033,15362980
15:33:28.036,15372252
15:33:28.038,15381828
15:33:28.040,15392580
15:33:28.042,15403676
15:33:28.045,15414364
15:33:28.047,15423644
15:33:28.049,15435020
15:33:28.051,15441896
15:33:28.053,15451208
15:33:28.056,15460008
15:33:28.058,15470592
15:33:28.060,15479328
15:33:28.062,15489088
15:33:28.064,15498072
15:33:28.067,15507704
15:33:28.069,15517120
15:33:28.071,15528280
15:33:28.073,15537848
15:33:28.076,15545936
15:33:28.078,15556784
15:33:28.080,15566664
15:33:28.082,15576072
15:33:28.084,15586656
15:33:28.087,15596352
15:33:28.089,15605632
15:33:28.091,15615704
15:33:28.094,15623544
15:33:28.096,15633688
15:33:28.098,15642176
15:33:28.100,15651064
15:33:28.103,15661656
15:33:28.105,15670584
15:33:28.107,15677908
15:33:28.109,15687028
15:33:28.111,15696972
15:33:28.113,15703928
15:33:28.115,15713712
15:33:28.118,15721616
15:33:28.120,15730320
15:33:28.122,15737552
15:33:28.125,15746776
15:33:28.127,15754832
15:33:28.129,15763088
15:33:28.131,15773488
15:33:28.133,15784032
15:33:28.136,15792224
15:33:28.138,15801924
15:33:28.140,15810524
15:33:28.142,15821468
15:33:28.144,15830484
15:33:28.147,15839804
15:33:28.149,15847924
15:33:28.151,15857108
15:33:28.153,15867412
15:33:28.156,15877892
15:33:28.158,15886532
15:33:28.160,15895676
15:33:28.162,15906372
15:33:28.165,15915236
15:33:28.167,15926460
15:33:28.169,15934620
15:33:28.171,15942996
15:33:28.173,15952404
15:33:28.176,15959980
15:33:28.178,15968748
15:33:28.180,15980100
15:33:28.182,15987052
15:33:28.184,15996620
15:33:28.187,16007236
15:33:28.189,16012764
15:33:28.191,16021948
15:33:28.193,16030420
15:33:28.195,16040660
15:33:28.198,16049180
15:33:28.200,16058752
15:33:28.202,16069560
15:33:28.204,16078200
15:33:28.207,16086864
15:33:28.209,16097424
15:33:28.211,16107424
15:33:28.213,16115296
15:33:28.216,16124600
15:33:28.218,16135000
15:33:28.220,16145272
15:33:28.222,16154104
15:33:28.225,16164564
15:33:28.227,16168464
15:33:28.229,16178120
15:33:28.231,16185520
15:33:28.234,16188440
15:33:28.236,16198696
15:33:28.238,16207528
15:33:28.240,16215312
15:33:28.242,16226384
15:33:28.245,16235112
15:33:28.247,16244520
15:33:28.249,16255136
15:33:28.251,16263264
15:33:28.254,16274200
15:33:28.256,16281912
15:33:28.258,16291856
15:33:28.260,16300768
15:33:28.262,16310516
15:33:28.264,16318580
15:33:28.267,16328332
15:33:28.269,16337260
15:33:28.271,16348196
15:33:28.273,16357636
15:33:28.276,16366532
15:33:28.278,16376772
15:33:28.280,16386064
15:33:28.282,16396016
15:33:28.285,16407308
15:33:28.287,16417316
15:33:28.289,16425180
15:33:28.291,16434748
15:33:28.293,16443604
15:33:28.296,16451836
15:33:28.298,16455092
15:33:28.300,16465268
15:33:28.302,16475764
15:33:28.305,16484588
15:33:28.307,16492628
15:33:28.309,16503068
15:33:28.311,16513268
15:33:28.313,16521876
15:33:28.316,16530548
15:33:28.318,16534532
15:33:28.320,16544924
15:33:28.322,16556124
15:33:28.324,16565500
15:33:28.327,16572988
15:33:28.329,16583268
15:33:28.331,16592828
15:33:28.333,16594988
15:33:28.336,16602828
15:33:28.338,16612100
15:33:28.340,16620868
15:33:28.343,16631804
15:33:28.345,16641628
15:33:28.347,16650908
15:33:28.349,16660476
15:33:28.351,16669244
15:33:28.354,16678264
15:33:28.356,16688016
15:33:28.358,16696816
15:33:28.360,16706248
15:33:28.362,16716448
15:33:28.365,16724480
15:33:28.367,16736384
15:33:28.369,16744760
15:33:28.371,16754328
15:33:28.374,16764692
15:33:28.376,16774252
15:33:28.378,16784428
15:33:28.380,16795060
15:33:28.383,16804180
15:33:28.385,16814304
15:33:28.387,16823552
15:33:28.389,16832688
15:33:28.391,16841872
15:33:28.394,16850880
15:33:28.396,16859392
15:33:28.398,16870040
15:33:28.400,16879384
15:33:28.402,16886688
15:33:28.405,16894528
15:33:28.407,16904912
15:33:28.409,16914128
15:33:28.411,16923092
15:33:28.413,16925240
15:33:28.416,16936208
15:33:28.418,16946000
15:33:28.420,16954192
15:33:28.422,16964456
15:33:28.424,16973152
15:33:28.426,16982400
15:33:28.429,16991392
15:33:28.431,17000640
15:33:28.433,17010136
15:33:28.435,17018680
15:33:28.438,17031248
15:33:28.440,17041352
15:33:28.442,17049888
15:33:28.444,17058880
15:33:28.447,17068064
15:33:28.449,17077344
15:33:28.451,17087776
15:33:28.453,17097824
15:33:28.456,17107128
15:33:28.458,17116592
15:33:28.460,17125936
15:33:28.462,17134704
15:33:28.464,17144456
15:33:28.466,17152840
15:33:28.468,17163680
15:33:28.471,17173312
15:33:28.473,17182784
15:33:28.475,17192380
15:33:28.477,17202428
15:33:28.480,17211228
15:33:28.482,17220572
15:33:28.484,17229212
15:33:28.486,17238232
15:33:28.488,17248088
15:33:28.490,17256176
15:33:28.493,17264272
15:33:28.495,17274664
15:33:28.497,17284456
15:33:28.499,17293224
15:33:28.502,17304384
15:33:28.504,17313696
15:33:28.506,17322904
15:33:28.508,17333504
15:33:28.511,17344408
15:33:28.513,17343228
15:33:28.515,17353176
15:33:28.517,17362868
15:33:28.519,17371724
15:33:28.521,17380072
15:33:28.524,17389480
15:33:28.526,17398816
15:33:28.528,17409248
15:33:28.530,17417856
15:33:28.532,17428368
15:33:28.535,17435792
15:33:28.537,17448424
15:33:28.539,17457264
15:33:28.541,17466280
15:33:28.544,17475680
15:33:28.546,17485472
15:33:28.548,17493768
15:33:28.550,17500624
15:33:28.553,17509800
15:33:28.555,17521000
15:33:28.557,17530216
15:33:28.559,17539840
15:33:28.562,17550240
15:33:28.564,17560664
15:33:28.566,17570840
15:33:28.568,17580432
15:33:28.571,17590160
15:33:28.573,17600072
15:33:28.575,17603080
15:33:28.578,17612992
15:33:28.580,17622216
15:33:28.582,17631176
15:33:28.585,17641128
15:33:28.587,17651488
15:33:28.589,17660704
15:33:28.591,17671768
15:33:28.594,17680888
15:33:28.596,17689584
15:33:28.598,17699888
15:33:28.600,17710024
15:33:28.603,17717812
15:33:28.605,17720152
15:33:28.607,17729256
15:33:28.609,17740672
15:33:28.611,17744384
15:33:28.613,17754348
15:33:28.616,17761340
15:33:28.618,17772132
15:33:28.620,17781444
15:33:28.622,17791548
15:33:28.624,17801640
15:33:28.627,17810280
15:33:28.629,17820768
15:33:28.631,17829344
15:33:28.633,17836320
15:33:28.635,17845112
15:33:28.637,17853496
15:33:28.639,17864816
15:33:28.641,17871060
15:33:28.643,17879132
15:33:28.645,17888140
15:33:28.647,17897900
15:33:28.650,17902276
15:33:28.652,17911844
15:33:28.654,17920188
15:33:28.656,17928220
15:33:28.658,17936372
15:33:28.660,17946668
15:33:28.662,17956748
15:33:28.664,17964876
15:33:28.666,17974564
15:33:28.668,17983268
15:33:28.670,17991044
15:33:28.673,17999908
15:33:28.675,18008572
15:33:28.677,18018548
15:33:28.679,18026956
15:33:28.681,18036140
15:33:28.683,18044324
15:33:28.685,18049180
15:33:28.687,18055876
15:33:28.689,18065596
15:33:28.692,18072164
15:33:28.694,18084404
15:33:28.696,18092372
15:33:28.698,18100620
15:33:28.701,18109484
15:33:28.703,18117316
15:33:28.705,18125924
15:33:28.707,18134244
15:33:28.709,18141948
15:33:28.711,18149916
15:33:28.713,18158708
15:33:28.715,18164272
15:33:28.717,18172100
15:33:28.719,18180612
15:33:28.721,18188676
15:33:28.723,18196156
15:33:28.725,18203804
15:33:28.727,18212276
15:33:28.729,18221460
15:33:28.731,18229804
15:33:28.733,18237644
15:33:28.735,18244812
15:33:28.738,18253356
15:33:28.740,18260972
15:33:28.742,18271012
15:33:28.744,18278500
15:33:28.746,18286432
15:33:28.748,18295576
15:33:28.750,18303672
15:33:28.752,18310736
15:33:28.754,18317560
15:33:28.756,18326872
15:33:28.758,18333872
15:33:28.760,18341616
15:33:28.762,18350184
15:33:28.764,18358720
15:33:28.766,18368384
15:33:28.768,18375576
15:33:28.770,18384416
15:33:28.772,18392824
15:33:28.774,18399224
15:33:28.776,18407536
15:33:28.778,18414712
15:33:28.780,18423920
15:33:28.782,18432688
15:33:28.784,18439208
15:33:28.787,18450440
15:33:28.789,18459352
15:33:28.791,18460800
15:33:28.794,18467960
15:33:28.796,18475760
15:33:28.798,18485856
15:33:28.800,18493824
15:33:28.802,18501376
15:33:28.805,18509728
15:33:28.807,18519864
15:33:28.809,18527576
15:33:28.811,18536084
15:33:28.813,18545724
15:33:28.815,18554148
15:33:28.818,18563684
15:33:28.820,18571676
15:33:28.822,18580508
15:33:28.824,18589384
15:33:28.827,18597544
15:33:28.829,18608836
15:33:28.831,18616068
15:33:28.833,18627484
15:33:28.835,18634940
15:33:28.838,18644156
15:33:28.840,18654292
15:33:28.842,18663764
15:33:28.845,18672628
15:33:28.847,18682200
15:33:28.849,18691628
15:33:28.851,18700332
15:33:28.853,18708748
15:33:28.855,18719732
15:33:28.858,18728524
15:33:28.860,18738412
15:33:28.862,18748328
15:33:28.864,18758664
15:33:28.867,18767872
15:33:28.869,18776704
15:33:28.871,18787000
15:33:28.873,18795064
15:33:28.875,18804048
15:33:28.878,18812240
15:33:28.880,18820944
15:33:28.882,18830696
